date,start_capital,pnl_dollars,pnl_pct,end_capital,cumulative,peak,drawdown
2025-11-25,100000.0,664.3120357616597,0.006643120357616597,100664.31203576166,1.0066431203576165,1.0066431203576165,0.0
2025-11-26,100664.31203576166,1103.4541283966512,0.010961721250373637,101767.76616415831,1.017677661641583,1.017677661641583,0.0
2025-11-28,101767.76616415831,1219.988106500672,0.011987961930231902,102987.75427065899,1.0298775427065898,1.0298775427065898,0.0
2025-12-01,102987.75427065899,1018.4411628707677,0.009888953983735129,104006.19543352976,1.0400619543352976,1.0400619543352976,0.0
2025-12-02,104006.19543352976,3829.848335698558,0.03682327114970963,107836.04376922832,1.078360437692283,1.078360437692283,0.0
2025-12-03,107836.04376922832,4515.650828715186,0.04187515297184665,112351.6945979435,1.123516945979435,1.123516945979435,0.0
2025-12-04,112351.6945979435,-732.0652438278748,-0.00651583624481686,111619.62935411562,1.1161962935411562,1.123516945979435,-0.0065158362448168436
2025-12-05,111619.62935411562,-100.27619636649018,-0.000898374210223919,111519.35315774912,1.1151935315774915,1.123516945979435,-0.0074083567958002665
2025-12-08,111519.35315774912,584.3997511738261,0.005240343802453431,112103.75290892295,1.1210375290892298,1.123516945979435,-0.0022068353299679803
2025-12-09,112103.75290892295,-1648.5071573737384,-0.014705191526576669,110455.24575154921,1.1045524575154924,1.123516945979435,-0.016879574920349923
2025-12-10,110455.24575154921,2978.115324874466,0.026962190021950095,113433.36107642368,1.134333610764237,1.134333610764237,0.0
2025-12-11,113433.36107642368,-596.3549694312884,-0.005257315517870488,112837.0061069924,1.128370061069924,1.134333610764237,-0.0052573155178704985
2025-12-12,112837.0061069924,3860.563443996277,0.03421362881903902,116697.56955098867,1.166975695509887,1.166975695509887,0.0
2025-12-15,116697.56955098867,1134.3880392361252,0.009720751199882334,117831.9575902248,1.178319575902248,1.178319575902248,0.0
2025-12-16,117831.9575902248,-157.23305331969462,-0.0013343837829334212,117674.72453690511,1.176747245369051,1.178319575902248,-0.0013343837829334173
2025-12-17,117674.72453690511,4275.176155951797,0.036330453908230885,121949.9006928569,1.2194990069285692,1.2194990069285692,0.0
2025-12-18,121949.9006928569,1310.5670018496342,0.0107467656341142,123260.46769470653,1.2326046769470655,1.2326046769470655,0.0
2025-12-19,123260.46769470653,977.4532379420912,0.007929981576599748,124237.92093264862,1.2423792093264865,1.2423792093264865,0.0
2025-12-22,124237.92093264862,12.596207805974583,0.00010138778652617015,124250.51714045458,1.242505171404546,1.242505171404546,0.0
2025-12-23,124250.51714045458,2168.6558392694933,0.01745389789257789,126419.17297972407,1.264191729797241,1.264191729797241,0.0
2025-12-24,126419.17297972407,1039.5798202808276,0.008223276547201919,127458.75280000489,1.2745875280000492,1.2745875280000492,0.0
2025-12-26,127458.75280000489,638.5866662931815,0.0050101436917022535,128097.33946629807,1.280973394662981,1.280973394662981,0.0
2025-12-29,128097.33946629807,2322.7761711639714,0.01813289940947669,130420.11563746205,1.3042011563746208,1.3042011563746208,0.0
2025-12-30,130420.11563746205,469.92950803390147,0.003603198062944504,130890.04514549595,1.3089004514549598,1.3089004514549598,0.0
2025-12-31,130890.04514549595,1229.0229478486326,0.00938973583882918,132119.0680933446,1.321190680933446,1.321190680933446,0.0
2026-01-02,132119.0680933446,548.1167519229415,0.00414865741813806,132667.18484526753,1.3266718484526752,1.3266718484526752,0.0
2026-01-05,132667.18484526753,3439.601178122125,0.025926540780478628,136106.78602338966,1.3610678602338966,1.3610678602338966,0.0
2026-01-06,136106.78602338966,959.4724306961116,0.00704940920823175,137066.25845408576,1.3706625845408578,1.3706625845408578,0.0
2026-01-07,137066.25845408576,1571.6146326031526,0.011466094211141026,138637.87308668892,1.3863787308668893,1.3863787308668893,0.0
2026-01-08,138637.87308668892,1058.1688000499614,0.007632609881343885,139696.04188673888,1.396960418867389,1.396960418867389,0.0
2026-01-09,139696.04188673888,3427.0209456657904,0.024531983149846937,143123.06283240468,1.4312306283240468,1.4312306283240468,0.0
2026-01-12,143123.06283240468,598.2065708587321,0.004179665799628845,143721.2694032634,1.4372126940326342,1.4372126940326342,0.0
2026-01-13,143721.2694032634,1608.3932260094634,0.011191059143073102,145329.66262927288,1.4532966262927287,1.4532966262927287,0.0
2026-01-14,145329.66262927288,-716.9982882807736,-0.004933599069240205,144612.6643409921,1.446126643409921,1.4532966262927287,-0.004933599069240242
2026-01-15,144612.6643409921,2808.2285621757883,0.019418967038419773,147420.8929031679,1.4742089290316787,1.4742089290316787,0.0
2026-01-16,147420.8929031679,697.2408175444949,0.004729592962121531,148118.1337207124,1.4811813372071236,1.4811813372071236,0.0
2026-01-20,148118.1337207124,309.16196204643535,0.0020872661184712393,148427.29568275882,1.4842729568275879,1.4842729568275879,0.0
2026-01-21,148427.29568275882,1922.1340548764997,0.01295000387923778,150349.4297376353,1.503494297376353,1.503494297376353,0.0
2026-01-22,150349.4297376353,1325.2882471101684,0.008814720810200877,151674.71798474548,1.5167471798474548,1.5167471798474548,0.0
2026-01-23,151674.71798474548,-1165.0973519919883,-0.007681552782640853,150509.6206327535,1.505096206327535,1.5167471798474548,-0.00768155278264075
